City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,kittila,67.6647,24.8936,-2.92,93,100,1.54,FI,1698440857
301,ain sukhna,29.6002,32.3167,25.12,58,51,0.34,EG,1698440858
302,bodo,67.28,14.405,2.65,85,75,4.12,NO,1698440858
303,oke ila,7.951,4.9883,22.78,83,23,1.53,NG,1698440858
304,dunedin,-45.8742,170.5036,10.45,61,84,8.05,NZ,1698440858
305,belyy yar,53.6039,91.3903,-3.06,59,0,4.0,RU,1698440858
306,de aar,-30.6497,24.0123,20.07,38,100,5.59,ZA,1698440858
307,nong chik,6.8436,101.178,25.08,87,17,1.38,TH,1698440859
308,iskateley,67.6803,53.1512,-14.43,96,6,2.24,RU,1698440859
309,la foa,-21.7108,165.8276,24.32,80,98,2.78,NC,1698440859
310,evanston,42.0411,-87.6901,22.2,76,75,6.69,US,1698440859
311,chrysoupolis,40.9856,24.6939,20.49,79,100,1.34,GR,1698440860
312,nar'yan-mar,67.6713,53.087,-14.38,96,6,2.24,RU,1698440860
313,priob'ye,62.5206,65.5964,-7.8,87,19,1.67,RU,1698440860
314,vrangel',42.7297,133.0839,4.87,49,12,4.08,RU,1698440860
315,labuan,5.2767,115.2417,27.01,79,62,2.33,MY,1698440861
316,nogliki,51.8333,143.1667,2.41,73,10,3.13,RU,1698440861
317,tura,25.5198,90.2201,18.53,80,0,1.66,IN,1698440861
318,tchibanga,-2.85,11.0333,21.39,98,96,1.07,GA,1698440861
319,champerico,14.3,-91.9167,32.3,77,94,2.85,GT,1698440862
320,susuman,62.7833,148.1667,-17.79,90,100,0.89,RU,1698440862
321,bar,49.0772,27.6826,15.58,75,100,8.8,UA,1698440862
322,el sauzal de rodriguez,31.9,-116.6833,20.79,74,0,5.23,MX,1698440862
323,kuching,1.55,110.3333,27.23,93,40,0.0,MY,1698440863
324,pitimbu,-7.4706,-34.8086,27.33,82,6,5.5,BR,1698440863
325,general acha,-37.377,-64.6043,28.25,15,73,8.94,AR,1698440863
326,gunjur,13.2019,-16.7339,27.28,81,55,6.0,GM,1698440863
327,laojunmiao,39.8333,97.7333,6.08,29,26,0.98,CN,1698440864
328,souillac,-20.5167,57.5167,24.82,77,59,1.27,MU,1698440864
329,paragominas,-2.9667,-47.4833,32.51,35,40,2.11,BR,1698440864
330,castillos,-34.1667,-53.8333,17.58,70,0,4.77,UY,1698440864
331,hammerfest,70.6634,23.6821,-0.75,74,75,2.57,NO,1698440865
332,murygino,58.7383,49.4582,-2.58,74,96,3.28,RU,1698440865
333,murzuq,25.9155,13.9184,26.29,24,100,3.66,LY,1698440865
334,new romney,50.986,0.9412,12.31,85,40,4.12,GB,1698440865
335,kachug,53.9606,105.8817,1.14,85,100,6.71,RU,1698440865
336,harstad,68.799,16.5293,0.45,88,12,2.68,NO,1698440865
337,vilhena,-12.7406,-60.1458,30.12,58,20,4.63,BR,1698440664
338,zilair,52.2332,57.4392,-2.57,94,100,5.88,RU,1698440866
339,ciudad lazaro cardenas,17.9583,-102.2,28.5,76,66,3.99,MX,1698440866
340,kokshetau,53.2775,69.3883,-4.99,79,55,2.46,KZ,1698440866
341,verkhnevilyuysk,63.4453,120.3167,1.04,97,100,2.6,RU,1698440866
342,san julian,21.0167,-102.1667,23.76,41,89,5.21,MX,1698440867
343,richards bay,-28.783,32.0377,21.2,84,99,7.21,ZA,1698440867
344,penzance,50.1186,-5.5371,13.38,86,98,11.7,GB,1698440867
345,danville,36.586,-79.395,28.49,54,20,1.79,US,1698440867
346,basco,20.4487,121.9702,26.99,72,30,6.01,PH,1698440867
347,orcopampa,-15.2661,-72.3417,15.14,44,36,3.91,PE,1698440868
348,tocopilla,-22.092,-70.1979,17.96,69,20,2.81,CL,1698440515
349,nantucket,41.2835,-70.0995,18.08,98,0,6.17,US,1698440868
350,marquette,46.5333,-87.6335,12.69,78,99,5.2,US,1698440868
351,wanning,18.8003,110.3967,24.78,91,19,1.49,CN,1698440868
352,tirmiz,37.2242,67.2783,16.05,55,0,4.12,UZ,1698440868
353,lagos,6.5833,3.75,28.18,93,9,1.86,NG,1698440717
354,keelung,25.1283,121.7419,22.19,87,100,5.24,TW,1698440682
355,chonchi,-42.6128,-73.8092,11.73,66,12,4.0,CL,1698440869
356,moissala,8.3404,17.7663,21.52,86,82,1.35,TD,1698440869
357,caluula,11.9661,50.7569,27.17,81,55,5.45,SO,1698440869
358,kostomuksha,64.571,30.5767,-2.2,77,71,2.68,RU,1698440870
359,howard springs,-12.497,131.047,26.95,90,8,0.9,AU,1698440870
360,hepo,23.4308,115.8299,22.27,97,100,0.99,CN,1698440870
361,port hueneme,34.1478,-119.1951,26.97,62,0,5.66,US,1698440870
362,argostolion,38.1811,20.489,22.04,62,40,2.06,GR,1698440870
363,abepura,-2.6333,140.5833,23.45,88,20,1.03,ID,1698440871
364,almirante,9.3,-82.4,26.01,80,100,2.39,PA,1698440871
365,coyhaique,-45.5752,-72.0662,8.97,57,75,4.12,CL,1698440871
366,zabid,14.1951,43.3152,29.5,65,98,1.17,YE,1698440871
367,lepsy,46.235,78.9456,4.28,37,100,4.62,KZ,1698440872
368,nagqu,31.5,92.0,-4.36,73,100,0.92,CN,1698440872
369,abqaiq,25.9371,49.6776,22.19,58,5,2.26,SA,1698440872
370,inhumas,-16.3578,-49.4961,29.85,48,54,2.61,BR,1698440872
371,siwa oasis,29.2041,25.5195,25.33,27,2,1.82,EG,1698440872
372,sechura,-5.5569,-80.8222,25.15,62,97,7.65,PE,1698440872
373,santana,-0.0583,-51.1817,32.1,51,0,6.17,BR,1698440873
374,freeport,40.6576,-73.5832,25.08,66,0,3.6,US,1698440789
375,akureyri,65.6835,-18.0878,2.09,96,100,1.57,IS,1698440873
376,paphos,34.7667,32.4167,20.88,43,0,3.6,CY,1698440873
377,arraial do cabo,-22.9661,-42.0278,22.92,83,75,9.26,BR,1698440873
378,mata-utu,-13.2816,-176.1745,27.42,76,35,6.79,WF,1698440873
379,marsh harbour,26.5412,-77.0636,26.27,64,36,9.72,BS,1698440725
380,chimore,-16.9833,-65.1333,25.79,89,100,1.26,BO,1698440874
381,puerto armuelles,8.2833,-82.8667,26.16,84,100,0.45,PA,1698440601
382,ponta delgada,37.7333,-25.6667,18.99,99,100,1.79,PT,1698440874
383,boende,-0.2167,20.8667,20.21,99,64,0.5,CD,1698440875
384,potiskum,11.7091,11.0694,26.17,21,87,2.59,NG,1698440875
385,mbanza-ngungu,-5.25,14.8667,20.34,96,95,0.73,CD,1698440875
386,campina verde,-19.5356,-49.4864,27.79,59,100,2.93,BR,1698440875
387,vila velha,-20.3297,-40.2925,23.97,94,100,3.09,BR,1698440816
388,harda khas,22.3333,77.1,19.22,45,0,1.5,IN,1698440875
389,ruyigi,-3.45,30.3167,17.58,76,93,1.93,BI,1698440876
390,antsohihy,-14.8796,47.9875,24.33,90,70,3.1,MG,1698440876
391,lachi,33.3833,71.3386,22.73,42,75,0.9,PK,1698440876
392,cidreira,-30.1811,-50.2056,19.7,85,56,10.31,BR,1698440876
393,chibougamau,49.9168,-74.3659,6.79,100,100,3.09,CA,1698440876
394,tual,-5.6667,132.75,26.52,75,100,5.12,ID,1698440877
395,damoh,23.8333,79.45,18.33,44,6,1.08,IN,1698440877
396,bam,29.106,58.357,18.75,48,10,3.03,IR,1698440877
397,holualoa,19.6228,-155.9522,28.26,72,20,4.63,US,1698440877
398,queenstown,-31.8976,26.8753,14.05,81,100,4.55,ZA,1698440877
399,griffith,41.5284,-87.4237,22.36,85,100,3.6,US,1698440878
400,marysville,48.0518,-122.1771,10.98,52,0,3.6,US,1698440714
401,beau vallon,-20.4189,57.6953,24.56,76,87,1.79,MU,1698440878
402,yanykurgan,43.915,67.2481,12.06,44,100,1.79,KZ,1698440878
403,newcastle,-32.9272,151.7765,14.8,94,75,2.57,AU,1698440438
404,ilhabela,-23.7781,-45.3581,21.48,95,100,5.42,BR,1698440879
405,nema,57.5067,50.5011,-6.98,92,96,3.6,RU,1698440879
406,banda aceh,5.5577,95.3222,26.07,81,100,2.29,ID,1698440879
407,florence,43.7667,11.25,19.29,66,20,1.03,IT,1698440611
408,taroa,8.7058,171.2275,28.34,76,100,5.77,MH,1698440879
409,altamira,-3.2033,-52.2064,34.56,30,22,1.61,BR,1698440879
410,trongsa,27.5026,90.5072,6.18,88,7,1.94,BT,1698440880
411,kanniyakumari,8.0833,77.5667,27.09,78,100,1.72,IN,1698440880
412,dongola,19.1667,30.4833,29.65,22,0,5.13,SD,1698440880
413,kununurra,-15.7667,128.7333,22.99,33,79,2.57,AU,1698440880
414,south hedland,-20.4089,118.5983,25.96,83,100,2.06,AU,1698440880
415,anupgarh,29.1911,73.2086,27.03,26,96,3.75,IN,1698440881
416,grantsville,40.5999,-112.4644,13.27,38,0,2.24,US,1698440881
417,porto novo,6.4965,2.6036,25.95,85,1,2.75,BJ,1698440849
418,novyy urgal,51.0736,132.5642,-4.21,67,0,0.25,RU,1698440881
419,manokwari,-0.8667,134.0833,25.84,80,94,1.1,ID,1698440881
420,sandnessjoen,66.0217,12.6316,1.06,86,75,3.6,NO,1698440882
421,mont-laurier,46.5501,-75.4993,16.37,97,100,3.7,CA,1698440882
422,kalispell,48.1958,-114.3129,0.09,48,0,3.09,US,1698440740
423,shingu,33.7333,135.9833,13.21,75,0,2.94,JP,1698440883
424,ingeniero jacobacci,-41.3427,-69.5448,12.45,48,6,18.02,AR,1698440883
425,fale old settlement,-9.3852,-171.2468,28.56,76,17,2.76,TK,1698440883
426,soio,-6.1349,12.3689,25.39,85,74,2.68,AO,1698440884
427,phichit,16.25,100.4167,27.78,99,100,0.51,TH,1698440884
428,anka,12.1138,5.9243,27.17,22,6,2.29,NG,1698440884
429,huarmey,-10.0681,-78.1522,21.53,76,99,4.84,PE,1698440884
430,rabo de peixe,37.8,-25.5833,18.32,99,100,1.79,PT,1698440885
431,shendi,16.6915,33.4341,33.88,17,66,5.22,SD,1698440885
432,murray bridge,-35.1167,139.2667,18.96,27,100,5.99,AU,1698440885
433,brookings,44.3114,-96.7984,-2.0,77,100,9.77,US,1698440758
434,sitka,57.0531,-135.33,7.94,76,40,2.57,US,1698440886
435,pyoksong-up,38.0475,125.5567,10.05,55,0,1.18,KP,1698440886
436,urangan,-25.3,152.9,20.52,62,58,10.4,AU,1698440887
437,malango,-2.9627,119.9001,17.4,73,96,1.27,ID,1698440888
438,manavalakurichi,8.1333,77.3,26.43,83,100,1.83,IN,1698440888
439,tsiombe,-25.3,45.4833,21.39,74,12,6.56,MG,1698440888
440,saint-francois,46.4154,3.9054,11.47,73,0,2.57,FR,1698440888
441,prince rupert,54.3161,-130.3201,7.04,38,18,1.09,CA,1698440889
442,kudat,6.8837,116.8477,25.73,84,87,0.92,MY,1698440889
443,shiprock,36.7855,-108.687,20.19,28,22,1.48,US,1698440889
444,cibitoke,-2.8833,29.25,18.81,74,99,1.76,BI,1698440889
445,yantarnyy,54.8717,19.9381,2.92,87,100,5.16,RU,1698440889
446,sittwe,20.15,92.9,24.2,88,100,2.87,MM,1698440890
447,liwale,-9.7667,37.9333,23.24,80,14,2.72,TZ,1698440890
448,yatou,37.15,122.3833,13.01,48,0,1.98,CN,1698440763
449,ad dilam,23.9915,47.1627,25.23,36,100,3.94,SA,1698440890
450,krupka,50.6845,13.8582,9.95,83,96,4.38,CZ,1698440890
451,kirakira,-10.4544,161.9205,25.24,93,100,3.43,SB,1698440891
452,piacabucu,-10.4056,-36.4344,26.25,75,76,6.07,BR,1698440891
453,pekan,3.4836,103.3996,24.71,88,83,0.45,MY,1698440891
454,phultala,22.7,89.5167,21.99,73,3,1.98,BD,1698440891
455,igoumenitsa,39.5039,20.2656,22.81,91,19,3.84,GR,1698440892
456,solleftea,63.1667,17.2667,-2.08,85,35,0.98,SE,1698440892
457,palora,-1.7,-77.9333,22.06,83,100,0.47,EC,1698440892
458,funafuti,-8.5243,179.1942,31.0,84,75,4.12,TV,1698440892
459,zaozersk,69.4005,32.4476,-3.63,96,100,2.4,RU,1698440892
460,temara,33.9287,-6.9066,19.05,100,40,1.54,MA,1698440893
461,luanda,-8.8368,13.2343,24.74,83,36,5.28,AO,1698440893
462,kyshtovka,56.555,76.6271,-5.92,83,54,3.13,RU,1698440893
463,port sudan,19.6175,37.2164,29.84,73,12,1.43,SD,1698440893
464,taltal,-25.4,-70.4833,18.19,63,28,2.81,CL,1698440893
465,rushden,52.2914,-0.5992,8.65,92,50,2.92,GB,1698440894
466,cuyo,10.8525,121.0086,28.76,75,50,6.09,PH,1698440894
467,saint croix,17.7397,-64.7388,26.25,90,40,2.57,VI,1698440895
468,coquimbo,-29.9533,-71.3436,15.39,64,14,3.33,CL,1698440895
469,the bottom,17.6259,-63.2492,26.07,79,100,10.09,BQ,1698440895
470,riberalta,-10.9833,-66.1,34.32,39,92,3.17,BO,1698440895
471,mil'kovo,55.6078,37.7956,-0.73,97,99,3.24,RU,1698440895
472,rossleben,51.3,11.4333,12.71,91,92,6.3,DE,1698440896
473,lesogorsk,56.0458,99.5136,0.52,37,89,4.92,RU,1698440896
474,north battleford,52.7834,-108.2847,-1.44,56,100,5.2,CA,1698440829
475,livny,52.4253,37.6069,2.91,100,100,0.41,RU,1698440896
476,mossel bay,-34.1831,22.146,15.47,76,100,4.22,ZA,1698440896
477,usinsk,65.9939,57.5281,-16.07,98,21,0.89,RU,1698440897
478,yanam,16.7333,82.2167,24.5,87,97,1.21,IN,1698440897
479,bozdogan,37.6713,28.314,16.34,65,7,1.92,TR,1698440897
480,olinda,-8.0089,-34.8553,27.85,78,40,3.6,BR,1698440869
481,talcahuano,-36.7167,-73.1167,12.22,89,100,7.84,CL,1698440871
482,tucuma,-0.1833,-50.05,28.85,64,47,5.0,BR,1698440898
483,mount pearl,47.5166,-52.7813,6.03,81,42,0.45,CA,1698440804
484,bac lieu,9.285,105.7244,26.35,82,26,1.99,VN,1698440898
485,port hedland,-20.3167,118.5667,26.03,83,100,2.06,AU,1698440898
486,nurota,40.5614,65.6886,17.75,47,99,1.86,UZ,1698440899
487,harpalpur,25.2884,79.3347,21.48,33,34,1.72,IN,1698440899
488,limulunga,-15.0969,23.1376,26.47,21,82,1.94,ZM,1698440899
489,cotonou,6.3654,2.4183,26.87,82,2,3.72,BJ,1698440899
490,klaksvik,62.2266,-6.589,7.51,73,100,10.96,FO,1698440899
491,borba,-4.3878,-59.5939,36.67,29,100,1.26,BR,1698440900
492,lobito,-12.3481,13.5456,25.28,82,83,1.34,AO,1698440900
493,tamanrasset,22.785,5.5228,24.95,16,0,2.06,DZ,1698440900
494,golere,16.2557,-14.1017,34.96,10,8,1.99,SN,1698440900
495,sao raimundo nonato,-9.0153,-42.6994,33.57,23,28,1.34,BR,1698440900
496,salahonda,2.1019,-78.7217,26.46,83,95,5.55,CO,1698440901
497,hailar,49.2,119.7,0.77,47,69,3.22,CN,1698440901
498,santa helena de goias,-17.8136,-50.5969,31.22,43,91,4.68,BR,1698440901
499,papao,-17.75,-149.55,23.82,88,100,6.54,PF,1698440901
500,bargaal,11.2864,51.0773,26.79,81,54,2.62,SO,1698440902
501,khorramabad,33.4878,48.3558,15.42,44,3,0.14,IR,1698440902
502,maluso,6.543,121.8753,24.05,82,19,1.09,PH,1698440902
503,sitangkai,4.6628,119.3928,28.37,75,5,3.18,PH,1698440902
504,prado,-17.3411,-39.2208,23.48,93,100,3.25,BR,1698440903
505,ixtapa,20.7,-105.2,31.24,62,75,3.6,MX,1698440903
506,daru,-9.0763,143.2092,25.91,85,86,4.09,PG,1698440903
507,vadso,70.0744,29.7487,-1.51,74,75,3.09,NO,1698440903
508,troitskoye,52.9821,84.6757,-1.65,51,14,4.12,RU,1698440904
509,bechar,31.6167,-2.2167,23.41,23,79,1.93,DZ,1698440904
510,starokozache,46.3372,29.9853,19.91,58,100,7.4,UA,1698440904
511,bandiagara,14.3501,-3.6104,31.49,19,100,4.22,ML,1698440904
512,inhambane,-23.865,35.3833,22.5,75,0,5.09,MZ,1698440904
513,lyangasovo,58.5176,49.4472,-2.78,76,93,3.13,RU,1698440905
514,ghat,24.9647,10.1728,27.48,20,95,1.39,LY,1698440905
515,alo,7.4178,6.7371,24.8,88,6,1.09,NG,1698440905
516,virginia,37.5481,-77.4467,27.8,61,75,3.09,US,1698440572
517,rio grande,-32.035,-52.0986,23.06,79,39,7.06,BR,1698440905
518,rawson,-43.3002,-65.1023,23.28,20,88,16.12,AR,1698440906
519,dhidhdhoo,6.8833,73.1,27.95,75,85,3.16,MV,1698440906
520,ituango,7.1712,-75.764,17.85,98,100,1.28,CO,1698440906
521,jijiga,9.35,42.8,18.35,79,71,1.57,ET,1698440906
522,jiangzi,28.95,89.6333,-3.6,70,1,2.01,CN,1698440906
523,sydney,-33.8679,151.2073,14.28,77,75,4.63,AU,1698440563
524,margate,51.3813,1.3862,12.17,84,82,2.24,GB,1698440837
525,tobruk,32.0836,23.9764,22.54,78,53,3.16,LY,1698440907
526,aldinga beach,-35.2793,138.4604,19.0,38,100,7.08,AU,1698440908
527,qalat,32.1058,66.9083,15.33,36,95,2.33,AF,1698440909
528,kalat,29.0225,66.5916,12.94,53,98,0.95,PK,1698440909
529,inkerman,44.6,33.6,18.75,59,100,8.36,UA,1698440909
530,jiayuguan,39.8167,98.3,8.46,28,31,0.49,CN,1698440910
531,palu,-0.8917,119.8707,22.46,91,98,1.68,ID,1698440910
532,devin,41.7433,24.4,13.96,96,100,2.13,BG,1698440910
533,lerwick,60.1545,-1.1494,7.0,68,100,4.25,GB,1698440911
534,kilindoni,-7.9139,39.6668,26.67,82,30,5.98,TZ,1698440911
535,martuk,50.7475,56.5056,0.66,95,100,7.37,KZ,1698440911
536,vallenar,-28.5708,-70.7581,14.22,41,0,4.24,CL,1698440911
537,dolbeau-mistassini,48.8763,-72.212,9.0,99,100,1.83,CA,1698440912
538,pangody,65.85,74.4859,-8.62,91,99,8.45,RU,1698440912
539,awjilah,29.1081,21.2869,23.27,47,0,2.86,LY,1698440912
540,mena,51.5217,32.2157,10.73,93,100,5.35,UA,1698440912
541,coahuayana de hidalgo,18.7,-103.6583,28.23,74,91,2.25,MX,1698440913
542,maryborough,-25.5333,152.7,19.45,60,97,5.12,AU,1698440913
543,muswellbrook,-32.2667,150.9,14.07,81,99,1.97,AU,1698440913
544,carutapera,-1.195,-46.02,27.49,71,19,4.79,BR,1698440913
545,monrovia,6.3005,-10.7969,25.87,87,96,2.54,LR,1698440914
546,freetown,8.484,-13.2299,26.11,84,83,1.2,SL,1698440914
547,conception bay south,47.4999,-52.9981,6.36,82,37,3.61,CA,1698440914
548,clovis,36.8252,-119.7029,21.58,39,40,3.09,US,1698440680
549,christchurch,-43.5333,172.6333,12.52,59,0,4.12,NZ,1698440667
550,port saint john's,-31.6229,29.5448,19.54,83,100,3.73,ZA,1698440915
551,nabire,-3.3667,135.4833,24.18,90,100,1.82,ID,1698440915
552,isangel,-19.55,169.2667,28.06,83,40,1.54,VU,1698440915
553,zambezi,-13.5432,23.1047,21.75,61,22,3.29,ZM,1698440915
554,ciutadella,40.0011,3.8414,18.45,57,0,6.97,ES,1698440915
555,zuwarah,32.9312,12.082,24.41,66,0,3.13,LY,1698440916
556,berezovyy,51.6667,135.7,-3.33,73,0,1.38,RU,1698440916
557,lakatoro,-16.0999,167.4164,26.16,81,99,1.73,VU,1698440916
558,palikir - national government center,6.9248,158.1611,24.41,88,100,2.06,FM,1698440917
559,solone,48.2081,34.8721,14.76,76,100,4.95,UA,1698440917
560,kapuskasing,49.4169,-82.4331,4.05,93,100,2.57,CA,1698440696
561,venkatagiri,13.9667,79.5833,24.72,88,31,0.7,IN,1698440918
562,pasighat,28.0667,95.3333,19.02,81,7,1.51,IN,1698440918
563,onokhoy,51.932,108.0747,-6.14,74,59,2.17,RU,1698440918
564,paros,37.0833,25.15,22.95,89,63,7.7,GR,1698440918
565,yambio,4.5721,28.3955,20.09,99,97,1.74,SS,1698440918
566,baley,51.6,116.6333,-0.78,59,6,1.93,RU,1698440624
567,muromtsevo,56.3724,75.2418,-4.16,85,91,4.44,RU,1698440919
568,mandalgovi,45.7625,106.2708,4.94,30,34,3.47,MN,1698440919
569,gadzhiyevo,69.2551,33.3362,-2.85,93,100,4.1,RU,1698440919
570,saudarkrokur,65.7461,-19.6394,0.99,83,98,2.54,IS,1698440919
571,zheleznogorsk-ilimskiy,56.5768,104.1217,-1.46,49,100,4.02,RU,1698440920
572,port macquarie,-31.4333,152.9167,15.5,76,100,4.59,AU,1698440674
573,cabo san lucas,22.8909,-109.9124,28.61,50,0,2.57,MX,1698440920
574,juventino rosas,20.65,-101.0,24.31,53,99,2.51,MX,1698440920
575,tvoroyri,61.5556,-6.8111,8.56,74,100,11.48,FO,1698440920
576,zhangzhou,24.5133,117.6556,20.27,96,100,0.14,CN,1698440920
577,onega,63.9061,38.1404,-3.98,80,100,3.66,RU,1698440921
578,peace river,56.2501,-117.286,-2.05,65,49,1.43,CA,1698440921
579,sidirokastro,41.2347,23.3867,16.39,72,100,0.52,GR,1698440921
580,amga,60.8953,131.9608,-16.01,99,93,1.34,RU,1698440921
581,maile,-38.9466,-72.3727,9.76,91,100,4.42,CL,1698440921
582,khujner,23.7833,76.6,20.09,34,98,2.03,IN,1698440922
583,choele choel,-39.2667,-65.6833,23.23,16,100,11.51,AR,1698440922
584,tayoltita,24.0833,-105.9333,27.33,40,20,2.71,MX,1698440922
585,manaure,11.7751,-72.4445,28.73,70,62,4.0,CO,1698440922
586,phan rang-thap cham,11.5667,108.9833,24.09,91,15,1.8,VN,1698440922
587,caconde,-21.5294,-46.6439,24.72,75,97,0.49,BR,1698440650
588,acapulco de juarez,16.8634,-99.8901,29.19,75,76,4.72,MX,1698440923
589,nyurba,63.2842,118.3319,1.67,99,100,3.67,RU,1698440923
590,columbia falls,48.3725,-114.1815,-0.11,50,0,3.09,US,1698440923
591,el jadid,33.2549,-8.506,20.4,75,81,4.91,MA,1698440923
592,mhamid,29.82,-5.72,25.1,17,64,3.11,MA,1698440924
593,surskoye,54.4821,46.7214,-1.09,97,100,4.36,RU,1698440924
594,mahibadhoo,3.7833,72.9667,27.65,79,98,4.05,MV,1698440924
595,geraldton,-28.7667,114.6,11.23,82,0,4.63,AU,1698440924
596,kasama,-10.2129,31.1808,22.44,55,78,0.99,ZM,1698440924
597,mandal,25.45,74.5667,23.05,27,98,2.26,IN,1698440925
598,franceville,-1.6333,13.5836,19.83,99,92,1.08,GA,1698440925
599,sabang,5.8933,95.3214,27.34,78,91,3.49,ID,1698440925
600,aitape,-3.1374,142.3475,25.66,86,100,2.74,PG,1698440925
601,sao jose da coroa grande,-8.8978,-35.1478,25.97,80,25,4.3,BR,1698440925
